n_samples,rmse_log,bias_log,correlation,correlation_log,mad,spearman_rho,spearman_log_rho,spearman_p,kendall_rho,kendall_p,efio,ks,radius_g,flow_multiplier
58,3.1360652311244714,-2.758632403429934,0.5654864949466127,0.34286303172164245,0.6160718406463164,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,5000000.0,0.01,10.0,10.0
58,3.1420212280615534,-2.763473666133267,0.5654864949466119,0.3428630317216426,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,5000000.0,0.05,10.0,10.0
58,3.1488688654177097,-2.768660451225638,0.565486494946611,0.3428630317216419,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,10000000.0,0.5,10.0,1.0
58,3.1499025906069713,-2.7694132101391773,0.5654864949466109,0.3428630317216418,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,5000000.0,0.1,10.0,10.0
58,3.1508709276415834,-2.7701117792512253,0.5654864949466099,0.3428630317216418,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,1000000.0,0.2,10.0,1.0
58,3.1508709276415834,-2.7701117792512253,0.5654864949466099,0.3428630317216418,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,10000000.0,0.2,10.0,10.0
58,3.1645411925236306,-2.7793827820552357,0.565486494946611,0.3428630317216424,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,5000000.0,0.5,10.0,1.0
58,3.166654244925695,-2.780730290065861,0.5654864949466099,0.34286303172164223,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,5000000.0,0.2,10.0,10.0
58,3.1714989437105583,-2.7837462995209568,0.5654864949466128,0.3428630317216423,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,1000000.0,0.01,10.0,10.0
58,3.1714989437105583,-2.7837462995209568,0.5654864949466128,0.3428630317216423,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,10000000.0,0.01,10.0,100.0
58,3.17828264771128,-2.7878130705870943,0.5654864949466106,0.34286303172164245,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,1000000.0,0.05,10.0,10.0
58,3.17828264771128,-2.7878130705870943,0.5654864949466106,0.34286303172164245,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,10000000.0,0.05,10.0,100.0
58,3.1865010541822936,-2.7925250622067823,0.5654864949466107,0.3428630317216429,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,1000000.0,0.1,10.0,10.0
58,3.1865010541822936,-2.7925250622067823,0.5654864949466106,0.3428630317216429,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,10000000.0,0.1,10.0,100.0
58,3.1871445743959823,-2.792884997717748,0.5654864949466128,0.34286303172164173,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,5000000.0,0.01,10.0,100.0
58,3.193314541461665,-2.7962749871044497,0.5654864949466106,0.342863031721642,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,5000000.0,0.05,10.0,100.0
58,3.199506690207672,-2.7995735633098455,0.5654864949466093,0.3428630317216416,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,1000000.0,0.5,10.0,1.0
58,3.199506690207672,-2.7995735633098455,0.5654864949466093,0.3428630317216416,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,10000000.0,0.5,10.0,10.0
58,3.200362438854923,-2.80002180868043,0.5654864949466106,0.3428630317216422,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,5000000.0,0.1,10.0,100.0
58,3.2011459863597493,-2.800430676270878,0.5654864949466103,0.3428630317216419,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,1000000.0,0.2,10.0,10.0
58,3.2011459863597493,-2.800430676270878,0.5654864949466103,0.3428630317216419,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,10000000.0,0.2,10.0,100.0
58,3.210482523728497,-2.8051938600275728,0.5654864949466093,0.3428630317216432,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,5000000.0,0.5,10.0,10.0
58,3.211663933925375,-2.805783011419234,0.5654864949466103,0.34286303172164206,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,5000000.0,0.2,10.0,100.0
58,3.2141405819269284,-2.807008762681241,0.5654864949466115,0.3428630317216433,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,1000000.0,0.01,10.0,100.0
58,3.2171154887008147,-2.8084649172852556,0.5654864949466096,0.342863031721642,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,1000000.0,0.05,10.0,100.0
58,3.220056937858822,-2.809887933547066,0.5654864949466104,0.34286303172164184,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,1000000.0,0.1,10.0,100.0
58,3.223533686152566,-2.811549258572129,0.5654864949466103,0.3428630317216421,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,1000000.0,0.5,10.0,10.0
58,3.223533686152566,-2.811549258572129,0.5654864949466103,0.3428630317216421,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,10000000.0,0.5,10.0,100.0
58,3.2238884400312884,-2.8117175501626424,0.5654864949466097,0.342863031721642,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,1000000.0,0.2,10.0,100.0
58,3.2256239759931242,-2.8125376780991616,0.5654864949466103,0.3428630317216427,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,5000000.0,0.5,10.0,100.0
58,3.2273996126752906,-2.8133713533565667,0.5654864949466104,0.34286303172164306,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,1000000.0,0.5,10.0,100.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,1000000.0,0.01,5.0,1.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,1000000.0,0.01,5.0,10.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,1000000.0,0.01,5.0,100.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,1000000.0,0.05,5.0,1.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,1000000.0,0.05,5.0,10.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,1000000.0,0.05,5.0,100.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,1000000.0,0.1,5.0,1.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,1000000.0,0.1,5.0,10.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,1000000.0,0.1,5.0,100.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,1000000.0,0.2,5.0,1.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,1000000.0,0.2,5.0,10.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,1000000.0,0.2,5.0,100.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,1000000.0,0.5,5.0,1.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,1000000.0,0.5,5.0,10.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,1000000.0,0.5,5.0,100.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,5000000.0,0.01,5.0,1.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,5000000.0,0.01,5.0,10.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,5000000.0,0.01,5.0,100.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,5000000.0,0.05,5.0,1.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,5000000.0,0.05,5.0,10.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,5000000.0,0.05,5.0,100.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,5000000.0,0.1,5.0,1.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,5000000.0,0.1,5.0,10.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,5000000.0,0.1,5.0,100.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,5000000.0,0.2,5.0,1.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,5000000.0,0.2,5.0,10.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,5000000.0,0.2,5.0,100.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,5000000.0,0.5,5.0,1.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,5000000.0,0.5,5.0,10.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,5000000.0,0.5,5.0,100.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,10000000.0,0.01,5.0,1.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,10000000.0,0.01,5.0,10.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,10000000.0,0.01,5.0,100.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,10000000.0,0.05,5.0,1.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,10000000.0,0.05,5.0,10.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,10000000.0,0.05,5.0,100.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,10000000.0,0.1,5.0,1.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,10000000.0,0.1,5.0,10.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,10000000.0,0.1,5.0,100.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,10000000.0,0.2,5.0,1.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,10000000.0,0.2,5.0,10.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,10000000.0,0.2,5.0,100.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,10000000.0,0.5,5.0,1.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,10000000.0,0.5,5.0,10.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,10000000.0,0.5,5.0,100.0
58,3.1393733957406984,-2.751410435377728,0.5662143170117004,0.30695758613689655,0.6615337533646528,-0.009601097082369494,-0.009601097082369494,0.9429762163230249,-0.00969522312214839,0.9227997032929207,10000000.0,0.5,50.0,1.0
58,3.1590849351584542,-2.769695875245539,0.5662143170117004,0.3159668725173515,0.6531258267231772,-0.009601097082369494,-0.009601097082369494,0.9429762163230249,-0.00969522312214839,0.9227997032929207,5000000.0,0.5,50.0,1.0
58,3.198015465715746,-2.7972818900018868,0.5662143170117013,0.3283831738667733,0.6531258267231772,-0.009601097082369494,-0.009601097082369494,0.9429762163230249,-0.00969522312214839,0.9227997032929207,1000000.0,0.5,50.0,1.0
58,3.198015465715746,-2.7972818900018868,0.5662143170117013,0.32838317386677324,0.6531258267231772,-0.009601097082369494,-0.009601097082369494,0.9429762163230249,-0.00969522312214839,0.9227997032929207,10000000.0,0.5,50.0,10.0
58,3.2096384434689473,-2.8039911367642105,0.5662143170117013,0.3306915254543658,0.6531258267231772,-0.009601097082369494,-0.009601097082369494,0.9429762163230249,-0.00969522312214839,0.9227997032929207,5000000.0,0.5,50.0,10.0
58,3.223333095707292,-2.8112928908963553,0.5662143170117007,0.3328151667928525,0.6531258267231772,-0.009601097082369494,-0.009601097082369494,0.9429762163230249,-0.00969522312214839,0.9227997032929207,1000000.0,0.5,50.0,10.0
58,3.223333095707292,-2.8112928908963553,0.5662143170117007,0.33281516679285256,0.6531258267231772,-0.009601097082369494,-0.009601097082369494,0.9429762163230249,-0.00969522312214839,0.9227997032929207,10000000.0,0.5,50.0,100.0
58,3.225520599800334,-2.812408061782519,0.5662143170117007,0.33310482147307235,0.6531258267231772,-0.009601097082369494,-0.009601097082369494,0.9429762163230249,-0.00969522312214839,0.9227997032929207,5000000.0,0.5,50.0,100.0
58,3.2273783870327932,-2.813345178077029,0.566214317011701,0.3333413734802483,0.6531258267231772,-0.009601097082369494,-0.009601097082369494,0.9429762163230249,-0.00969522312214839,0.9227997032929207,1000000.0,0.5,50.0,100.0
58,3.139373394778681,-2.7514104340492658,0.5662143168285096,0.306957584971986,0.6615337591209423,-0.010259471688263378,-0.010259471688263378,0.9390730985687317,-0.007669761113348614,0.9349975223434382,10000000.0,0.5,100.0,1.0
58,3.1590849346609975,-2.769695874557683,0.5662143168285096,0.31596687167536774,0.6531258267229767,-0.010259471688263378,-0.010259471688263378,0.9390730985687317,-0.007669761113348614,0.9349975223434382,5000000.0,0.5,100.0,1.0
58,3.1980154656038713,-2.7972818898543363,0.5662143168285095,0.32838317342022294,0.653125826723137,-0.010259471688263378,-0.010259471688263378,0.9390730985687317,-0.007669761113348614,0.9349975223434382,1000000.0,0.5,100.0,1.0
58,3.1980154656038713,-2.7972818898543363,0.5662143168285096,0.32838317342022294,0.653125826723137,-0.010259471688263378,-0.010259471688263378,0.9390730985687317,-0.007669761113348614,0.9349975223434382,10000000.0,0.5,100.0,10.0
58,3.2096384434095775,-2.8039911366885386,0.5662143168285096,0.3306915250795694,0.6531258267231572,-0.010259471688263378,-0.010259471688263378,0.9390730985687317,-0.007669761113348614,0.9349975223434382,5000000.0,0.5,100.0,10.0
58,3.2233330956942763,-2.811292890880666,0.5662143168285094,0.3328151664841328,0.6531258267231732,-0.010259471688263378,-0.010259471688263378,0.9390730985687317,-0.007669761113348614,0.9349975223434382,1000000.0,0.5,100.0,10.0
58,3.2233330956942763,-2.811292890880666,0.5662143168285094,0.33281516648413284,0.6531258267231732,-0.010259471688263378,-0.010259471688263378,0.9390730985687317,-0.007669761113348614,0.9349975223434382,10000000.0,0.5,100.0,100.0
58,3.225520599793714,-2.812408061774623,0.5662143168285094,0.3331048211733817,0.6531258267231752,-0.010259471688263378,-0.010259471688263378,0.9390730985687317,-0.007669761113348614,0.9349975223434382,5000000.0,0.5,100.0,100.0
58,3.227378387031449,-2.813345178075441,0.5662143168285101,0.3333413731879356,0.6531258267231768,-0.010259471688263378,-0.010259471688263378,0.9390730985687317,-0.007669761113348614,0.9349975223434382,1000000.0,0.5,100.0,100.0
58,2.7626847313613916,-2.0572564594544693,0.41932385060267036,0.15932910791309224,1.1920322524274243,-0.014000889351021945,-0.014000889351021945,0.9169221422115315,-0.023119378214353857,0.8172467761426347,10000000.0,0.2,50.0,1.0
58,2.832155315744233,-2.2458783979367465,0.41932385060267036,0.16539527897481882,1.1379252333181655,-0.014000889351021945,-0.014000889351021945,0.9169221422115315,-0.023119378214353857,0.8172467761426347,5000000.0,0.2,50.0,1.0
58,3.01279862300456,-2.5636824907535836,0.41932385060267047,0.1727880294210894,0.7676732948118674,-0.014000889351021945,-0.014000889351021945,0.9169221422115315,-0.023119378214353857,0.8172467761426347,1000000.0,0.2,50.0,1.0
58,3.01279862300456,-2.5636824907535836,0.41932385060267047,0.17278802942108937,0.7676732948118674,-0.014000889351021945,-0.014000889351021945,0.9169221422115315,-0.023119378214353857,0.8172467761426347,10000000.0,0.2,50.0,10.0
58,3.077025566326603,-2.649856888623897,0.41932385060267047,0.1714456319211897,0.7216319637213138,-0.014000889351021945,-0.014000889351021945,0.9169221422115315,-0.023119378214353857,0.8172467761426347,5000000.0,0.2,50.0,10.0
58,3.173554900009805,-2.76159765812505,0.41932385060267063,0.16536567066178937,0.681239473098328,-0.014000889351021945,-0.014000889351021945,0.9169221422115315,-0.023119378214353857,0.8172467761426347,1000000.0,0.2,50.0,10.0
58,3.173554900009805,-2.76159765812505,0.4193238506026705,0.16536567066178937,0.681239473098328,-0.014000889351021945,-0.014000889351021945,0.9169221422115315,-0.023119378214353857,0.8172467761426347,10000000.0,0.2,50.0,100.0
58,3.1960020717086737,-2.784208966884128,0.4193238506026705,0.16411467027298193,0.6760567983119647,-0.014000889351021945,-0.014000889351021945,0.9169221422115315,-0.023119378214353857,0.8172467761426347,5000000.0,0.2,50.0,100.0
58,3.2202203814716577,-2.8068500868750696,0.41932385060266963,0.1635545271363012,0.6531258267231772,-0.014000889351021945,-0.014000889351021945,0.9169221422115315,-0.023119378214353857,0.8172467761426347,1000000.0,0.2,50.0,100.0
58,2.758923518186477,-2.0523188653320825,0.4192454255695503,0.1588654349318986,1.1922907790146937,-0.017047225339375412,-0.017047225339375412,0.8989318608436729,-0.021730989821154408,0.8172499967177296,10000000.0,0.2,100.0,1.0
58,2.8300134547761657,-2.2429546062155046,0.4192454255695503,0.16492083865943885,1.1348577860425912,-0.017047225339375412,-0.017047225339375412,0.8989318608436729,-0.021730989821154408,0.8172499967177296,5000000.0,0.2,100.0,1.0
58,3.0121814457173794,-2.562823686105429,0.4192454255695504,0.17243651986688788,0.7677850371526724,-0.017047225339375412,-0.017047225339375412,0.8989318608436729,-0.021730989821154408,0.8172499967177296,1000000.0,0.2,100.0,1.0
58,3.0121814457173794,-2.562823686105429,0.41924542556955063,0.17243651986688788,0.7677850371526724,-0.017047225339375412,-0.017047225339375412,0.8989318608436729,-0.021730989821154408,0.8172499967177296,10000000.0,0.2,100.0,10.0
58,3.076663355985575,-2.6493632747664972,0.41924542556955063,0.17116729150148308,0.7225233614799349,-0.017047225339375412,-0.017047225339375412,0.8989318608436729,-0.021730989821154408,0.8172499967177296,5000000.0,0.2,100.0,10.0
58,3.1734566470019505,-2.7614733708475216,0.4192454255695504,0.16521153561170132,0.6810968778776636,-0.017047225339375412,-0.017047225339375412,0.8989318608436729,-0.021730989821154408,0.8172499967177296,1000000.0,0.2,100.0,10.0
58,3.1734566470019505,-2.7614733708475216,0.4192454255695505,0.1652115356117014,0.6810968778776636,-0.017047225339375412,-0.017047225339375412,0.8989318608436729,-0.021730989821154408,0.8172499967177296,10000000.0,0.2,100.0,100.0
58,3.1959476958586435,-2.7841426019263387,0.4192454255695505,0.1639885239467883,0.6762029432393037,-0.017047225339375412,-0.017047225339375412,0.8989318608436729,-0.021730989821154408,0.8172499967177296,5000000.0,0.2,100.0,100.0
58,3.220207873583625,-2.8068356518610207,0.4192454255695511,0.16345729478913454,0.6531255828449429,-0.017047225339375412,-0.017047225339375412,0.8989318608436729,-0.021730989821154408,0.8172499967177296,1000000.0,0.2,100.0,100.0
58,2.6671415381790338,-1.3457380998491402,0.22353291938560227,0.11054420289396844,1.7703198969767597,-0.01727515336490284,-0.01727515336490284,0.8975877373713219,-0.027594096578422343,0.7826907847904495,5000000.0,0.1,50.0,1.0
58,2.7023966872986165,-1.952522239110141,0.22353291938560224,0.11397488092665467,1.2694869355291378,-0.01727515336490284,-0.01727515336490284,0.8975877373713219,-0.027594096578422343,0.7826907847904495,1000000.0,0.1,50.0,1.0
58,2.7023966872986165,-1.952522239110141,0.22353291938560224,0.1139748809266547,1.2694869355291378,-0.01727515336490284,-0.01727515336490284,0.8975877373713219,-0.027594096578422343,0.7826907847904495,10000000.0,0.1,50.0,10.0
58,2.753661808521953,-1.0610382514124672,0.22353291938560227,0.10794655736794086,2.145905165246403,-0.01727515336490284,-0.01727515336490284,0.8975877373713219,-0.027594096578422343,0.7826907847904495,10000000.0,0.1,50.0,1.0
58,2.7870986522238304,-2.173863412427909,0.22353291938560224,0.1130890819120382,1.171394411270345,-0.01727515336490284,-0.01727515336490284,0.8975877373713219,-0.027594096578422343,0.7826907847904495,5000000.0,0.1,50.0,10.0
58,3.0119004802494955,-2.550857234132738,0.22353291938560227,0.09936782798818906,0.860316403592067,-0.01727515336490284,-0.01727515336490284,0.8975877373713219,-0.027594096578422343,0.7826907847904495,1000000.0,0.1,50.0,10.0
58,3.0119004802494955,-2.550857234132738,0.22353291938560232,0.09936782798818909,0.860316403592067,-0.01727515336490284,-0.01727515336490284,0.8975877373713219,-0.027594096578422343,0.7826907847904495,10000000.0,0.1,50.0,100.0
58,3.088149354554529,-2.6506926901337464,0.22353291938560232,0.08738651720449896,0.754419666379571,-0.01727515336490284,-0.01727515336490284,0.8975877373713219,-0.027594096578422343,0.7826907847904495,5000000.0,0.1,50.0,100.0
58,3.18853945826822,-2.7698325743636825,0.2235329193856022,0.05658736667738043,0.6764460287855485,-0.01727515336490284,-0.01727515336490284,0.8975877373713219,-0.027594096578422343,0.7826907847904495,1000000.0,0.1,50.0,100.0
58,3.1395207909626515,-2.7515749951536543,0.5662094000210257,0.3069357636647588,0.6611564689303089,-0.019625909763431294,-0.019625909763431294,0.8837423461594942,-0.011067625038059699,0.916593668295034,10000000.0,0.5,25.0,1.0
58,3.159159777874342,-2.769779313374219,0.5662094000210257,0.31594930097358415,0.6531258267231772,-0.019625909763431294,-0.019625909763431294,0.8837423461594942,-0.011067625038059699,0.916593668295034,5000000.0,0.5,25.0,1.0
58,3.1980306038642246,-2.7972988214895564,0.5662094000210244,0.32837314424331715,0.6531258267231772,-0.019625909763431294,-0.019625909763431294,0.8837423461594942,-0.011067625038059699,0.916593668295034,1000000.0,0.5,25.0,1.0
58,3.1980306038642246,-2.7972988214895564,0.5662094000210245,0.3283731442433172,0.6531258267231772,-0.019625909763431294,-0.019625909763431294,0.8837423461594942,-0.011067625038059699,0.916593668295034,10000000.0,0.5,25.0,10.0
58,3.209646028715993,-2.8039996277806654,0.5662094000210245,0.33068298411071984,0.6531258267231772,-0.019625909763431294,-0.019625909763431294,0.8837423461594942,-0.011067625038059699,0.916593668295034,5000000.0,0.5,25.0,10.0
58,3.2233346178953868,-2.8112945950535693,0.5662094000210242,0.3328080151417735,0.6531258267231772,-0.019625909763431294,-0.019625909763431294,0.8837423461594942,-0.011067625038059699,0.916593668295034,1000000.0,0.5,25.0,10.0
58,3.2233346178953868,-2.8112945950535693,0.5662094000210243,0.33280801514177344,0.6531258267231772,-0.019625909763431294,-0.019625909763431294,0.8837423461594942,-0.011067625038059699,0.916593668295034,10000000.0,0.5,25.0,100.0
58,3.2255213614200544,-2.8124089143595783,0.5662094000210243,0.3330978610455934,0.6531258267231772,-0.019625909763431294,-0.019625909763431294,0.8837423461594942,-0.011067625038059699,0.916593668295034,5000000.0,0.5,25.0,100.0
