borehole_id,borehole_type,lat_x,long_x,Q_L_per_day,total_surviving_fio_load,concentration_CFU_per_100mL,lat_y,long_y
privbh_024,private,-6.168109,39.2165451,5000.0,365739067037.586,7314781340.751719,-6.168109,39.2165451
privbh_025,private,-6.1633856,39.2110443,5000.0,101825363618.48106,2036507272.3696213,-6.1633856,39.2110443
privbh_026,private,-6.1640311,39.2090373,571.4285714285714,637024435183.4706,111479276157.10736,-6.1640311,39.2090373
privbh_027,private,-6.1632865,39.2098787,2000.0,134905526116.68648,6745276305.834323,-6.1632865,39.2098787
privbh_028,private,-6.165634,39.2093612,2000.0,338387132204.7521,16919356610.237604,-6.165634,39.2093612
privbh_029,private,-6.166073,39.2102616,2000.0,295429716007.3602,14771485800.368011,-6.166073,39.2102616
privbh_030,private,-6.1791,39.2190152,285.7142857142857,70824078473.66309,24788427465.782078,-6.1791,39.2190152
privbh_031,private,-6.1621967,39.2103283,5000.0,243031993928.80518,4860639878.576103,-6.1621967,39.2103283
privbh_032,private,-6.1655117,39.2091797,714.2857142857142,364931797140.08,51090451599.611206,-6.1655117,39.2091797
privbh_033,private,-6.1643237,39.2103524,714.2857142857142,1563817367299.455,218934431421.92374,-6.1643237,39.2103524
privbh_035,private,-6.1804239,39.2196067,2000.0,51848198868.63495,2592409943.4317474,-6.1804239,39.2196067
privbh_036,private,-6.1660685,39.2105969,2000.0,322465572611.56714,16123278630.578358,-6.1660685,39.2105969
privbh_037,private,-6.1794872,39.2211261,1428.5714285714284,29799396617.535477,2085957763.2274837,-6.1794872,39.2211261
privbh_039,private,-6.1714454,39.223946,857.1428571428571,105912780884.76765,12356491103.222893,-6.1714454,39.223946
privbh_040,private,-6.1744551,39.2228276,1428.5714285714284,61968997064.85033,4337829794.539523,-6.1744551,39.2228276
privbh_041,private,-6.1749369,39.2228605,571.4285714285714,40225694599.67307,7039496554.942788,-6.1749369,39.2228605
privbh_042,private,-6.1752918,39.2222286,3000.0,92804576994.72247,3093485899.8240824,-6.1752918,39.2222286
privbh_043,private,-6.1742816,39.2215201,2000.0,629964583645.9788,31498229182.29894,-6.1742816,39.2215201
privbh_044,private,-6.1743861,39.2199087,1000.0,398847315258.7209,39884731525.872086,-6.1743861,39.2199087
privbh_045,private,-6.1734456,39.2210056,5000.0,189030154328.91492,3780603086.5782986,-6.1734456,39.2210056
privbh_046,private,-6.1752527,39.2212318,142.85714285714286,212438422609.6232,148706895826.73624,-6.1752527,39.2212318
privbh_047,private,-6.1726963,39.2225176,1142.857142857143,612853062178.4519,53624642940.61454,-6.1726963,39.2225176
privbh_048,private,-6.1725512,39.2221,3000.0,501871268665.5961,16729042288.853205,-6.1725512,39.2221
privbh_049,private,-6.1746685,39.2231513,428.57142857142856,68039523578.40554,15875888834.961292,-6.1746685,39.2231513
privbh_051,private,-6.1751323,39.2223536,2000.0,187297973516.70377,9364898675.835188,-6.1751323,39.2223536
privbh_052,private,-6.1737979,39.2227113,2857.142857142857,255889043366.21124,8956116517.817394,-6.1737979,39.2227113
privbh_053,private,-6.1752861,39.2216971,20000.0,211163455839.06616,1055817279.1953309,-6.1752861,39.2216971
privbh_054,private,-6.17512,39.2207085,5000.0,95631100558.19199,1912622011.1638398,-6.17512,39.2207085
privbh_055,private,-6.1741747,39.2196073,2000.0,407682403109.07196,20384120155.453598,-6.1741747,39.2196073
privbh_056,private,-6.1634547,39.2089486,1000.0,471564803337.03735,47156480333.703735,-6.1634547,39.2089486
privbh_057,private,-6.1641387,39.2089008,2000.0,484257502386.9777,24212875119.34889,-6.1641387,39.2089008
privbh_058,private,-6.1648527,39.2073053,2000.0,330868820588.91504,16543441029.445753,-6.1648527,39.2073053
privbh_059,private,-6.1637927,39.2067816,857.1428571428571,362427630261.21674,42283223530.47529,-6.1637927,39.2067816
privbh_060,private,-6.1645967,39.2072855,714.2857142857142,299640903842.0223,41949726537.88312,-6.1645967,39.2072855
privbh_061,private,-6.1618134,39.205268,5000.0,165083179827.66046,3301663596.553209,-6.1618134,39.205268
privbh_062,private,-6.1640771,39.2058635,2857.142857142857,301383171986.9985,10548411019.544947,-6.1640771,39.2058635
privbh_063,private,-6.164475,39.2079533,1428.5714285714284,315224479721.216,22065713580.485123,-6.164475,39.2079533
privbh_064,private,-6.1630665,39.2072069,5000.0,243641234622.05847,4872824692.441169,-6.1630665,39.2072069
privbh_065,private,-6.1642375,39.2061832,1428.5714285714284,94367173998.61385,6605702179.90297,-6.1642375,39.2061832
privbh_066,private,-6.1629215,39.2070773,2000.0,341307780540.19226,17065389027.009613,-6.1629215,39.2070773
privbh_067,private,-6.1725417,39.21767,5000.0,371433151600.2077,7428663032.004154,-6.1725417,39.21767
privbh_068,private,-6.1718509,39.2188275,428.57142857142856,826893194519.9803,192941745387.99542,-6.1718509,39.2188275
privbh_069,private,-6.171831,39.218787,3000.0,761180360077.2322,25372678669.241074,-6.171831,39.218787
privbh_070,private,-6.1722387,39.2182156,2000.0,491417595189.86914,24570879759.493458,-6.1722387,39.2182156
privbh_071,private,-6.170773,39.2190323,5000.0,413297967501.21344,8265959350.024269,-6.170773,39.2190323
privbh_072,private,-6.1702955,39.219349,2000.0,1183924669196.8828,59196233459.84414,-6.1702955,39.219349
privbh_073,private,-6.1699528,39.2181131,5000.0,479172127328.0475,9583442546.56095,-6.1699528,39.2181131
privbh_074,private,-6.1708214,39.2201474,5000.0,578138309030.5054,11562766180.610107,-6.1708214,39.2201474
privbh_075,private,-6.1717153,39.2202031,1000.0,496528091520.8645,49652809152.08645,-6.1717153,39.2202031
privbh_076,private,-6.1709585,39.2228235,2000.0,259419243291.3369,12970962164.566847,-6.1709585,39.2228235
privbh_077,private,-6.1709772,39.2229289,2000.0,361199278189.11725,18059963909.455864,-6.1709772,39.2229289
privbh_078,private,-6.1704425,39.2228511,2000.0,367697741041.1959,18384887052.059795,-6.1704425,39.2228511
privbh_079,private,-6.1705374,39.2212584,2000.0,151670817750.79166,7583540887.539583,-6.1705374,39.2212584
privbh_080,private,-6.17301,39.2178899,5000.0,360614132369.82745,7212282647.396549,-6.17301,39.2178899
privbh_081,private,-6.1733585,39.2180303,3000.0,426890828093.1537,14229694269.77179,-6.1733585,39.2180303
privbh_082,private,-6.1734504,39.2189645,2000.0,203985145159.29803,10199257257.964901,-6.1734504,39.2189645
privbh_083,private,-6.1732216,39.2188485,2000.0,349331851293.31805,17466592564.6659,-6.1732216,39.2188485
privbh_084,private,-6.1739041,39.218835,10000.0,359780900219.9974,3597809002.199974,-6.1739041,39.218835
privbh_085,private,-6.1727682,39.2194011,5000.0,510247569627.955,10204951392.559101,-6.1727682,39.2194011
privbh_086,private,-6.1716071,39.2194719,2000.0,281241757711.32196,14062087885.566097,-6.1716071,39.2194719
privbh_087,private,-6.1712275,39.2195957,2142.8571428571427,422516522551.7739,19717437719.082787,-6.1712275,39.2195957
privbh_088,private,-6.1705961,39.22077,5000.0,367091761426.7902,7341835228.535804,-6.1705961,39.22077
privbh_089,private,-6.1715592,39.2223587,2000.0,47488865932.77706,2374443296.638853,-6.1715592,39.2223587
privbh_090,private,-6.1715562,39.2230429,2000.0,349614510485.46747,17480725524.273376,-6.1715562,39.2230429
privbh_091,private,-6.1706195,39.2218724,2000.0,99866981798.2221,4993349089.911105,-6.1706195,39.2218724
privbh_092,private,-6.175831,39.2224271,2000.0,29160950449.860424,1458047522.4930212,-6.175831,39.2224271
privbh_093,private,-6.1744365,39.2225924,2000.0,80849958652.51105,4042497932.625552,-6.1744365,39.2225924
privbh_094,private,-6.1748721,39.2204757,2000.0,246030457928.22366,12301522896.411184,-6.1748721,39.2204757
privbh_095,private,-6.1729538,39.2237333,5000.0,84984796829.50699,1699695936.5901399,-6.1729538,39.2237333
privbh_096,private,-6.1792436,39.217854,857.1428571428571,192717638912.10852,22483724539.745995,-6.1792436,39.217854
privbh_097,private,-6.1786614,39.21771,1000.0,130538067694.44337,13053806769.444338,-6.1786614,39.21771
privbh_098,private,-6.1769746,39.2181385,1000.0,608013981590.5852,60801398159.058525,-6.1769746,39.2181385
privbh_099,private,-6.1783338,39.2170141,3000.0,80957270166.58936,2698575672.219645,-6.1783338,39.2170141
privbh_100,private,-6.1682931,39.2098663,285.7142857142857,162052347239.963,56718321533.98706,-6.1682931,39.2098663
privbh_1000,private,-6.1516653,39.2419427,857.1428571428571,34086165866.82544,3976719351.129635,-6.1516653,39.2419427
privbh_10000,private,-6.2332096,39.2344988,2000.0,12956591876.397951,647829593.8198975,-6.2332096,39.2344988
privbh_10001,private,-6.2317382,39.2341708,1000.0,44751927405.48111,4475192740.548111,-6.2317382,39.2341708
privbh_10003,private,-6.2307032,39.2328504,2000.0,142226867590.06195,7111343379.5030985,-6.2307032,39.2328504
privbh_10004,private,-6.1361924,39.2912036,2000.0,47326868168.81598,2366343408.4407988,-6.1361924,39.2912036
privbh_10005,private,-6.1386558,39.2917917,2000.0,19933691616.13309,996684580.8066545,-6.1386558,39.2917917
privbh_10006,private,-6.1380158,39.291251,2000.0,13227719299.742163,661385964.9871081,-6.1380158,39.291251
privbh_10007,private,-6.1384342,39.2924223,2000.0,35446989191.83085,1772349459.5915425,-6.1384342,39.2924223
privbh_10008,private,-6.1396226,39.2935294,2000.0,13526763514.909708,676338175.7454854,-6.1396226,39.2935294
privbh_10009,private,-6.1393775,39.2892908,2000.0,59840261101.87438,2992013055.093719,-6.1393775,39.2892908
privbh_1001,private,-6.1532897,39.2404352,1142.857142857143,869676142057.299,76096662430.01366,-6.1532897,39.2404352
privbh_10010,private,-6.1374131,39.2889033,285.7142857142857,20731036408.806328,7255862743.082215,-6.1374131,39.2889033
privbh_10011,private,-6.1366644,39.288643,1285.7142857142856,6808931406.466268,529583553.8362653,-6.1366644,39.288643
privbh_10012,private,-6.1376623,39.2871723,2000.0,27929746056.636967,1396487302.8318484,-6.1376623,39.2871723
privbh_10013,private,-6.1371054,39.2874071,5000.0,104471821637.67525,2089436432.7535048,-6.1371054,39.2874071
privbh_10014,private,-6.1358432,39.2878785,142.85714285714286,25299246318.910324,17709472423.237225,-6.1358432,39.2878785
privbh_10015,private,-6.1361735,39.288141,2000.0,21669571019.470272,1083478550.9735136,-6.1361735,39.288141
privbh_10016,private,-6.1353237,39.2886432,2000.0,37905715193.310844,1895285759.6655421,-6.1353237,39.2886432
privbh_10017,private,-6.1333664,39.2908582,3000.0,28567112556.54299,952237085.2180997,-6.1333664,39.2908582
privbh_10018,private,-6.1330013,39.2910743,285.7142857142857,33397489771.148075,11689121419.901825,-6.1330013,39.2910743
privbh_10019,private,-6.2347189,39.234892,571.4285714285714,12036015716.541777,2106302750.3948107,-6.2347189,39.234892
privbh_1002,private,-6.1525743,39.24184,428.57142857142856,149203221425.14078,34814084999.19952,-6.1525743,39.24184
privbh_10020,private,-6.233562,39.2347756,2000.0,5543577018.615032,277178850.9307516,-6.233562,39.2347756
privbh_10021,private,-6.2325103,39.2344011,1000.0,83535292733.0485,8353529273.30485,-6.2325103,39.2344011
privbh_10022,private,-6.2315575,39.233248,857.1428571428571,74193882182.69138,8655952921.313993,-6.2315575,39.233248
privbh_10023,private,-6.2306179,39.2329646,285.7142857142857,146630053223.4805,51320518628.21817,-6.2306179,39.2329646
privbh_10024,private,-6.2326213,39.2318257,571.4285714285714,16645680109.032734,2912994019.0807285,-6.2326213,39.2318257
privbh_10025,private,-6.2331365,39.231752,2000.0,50658729554.003555,2532936477.7001777,-6.2331365,39.231752
privbh_10026,private,-6.2343307,39.231884,2000.0,5052843522.031756,252642176.1015878,-6.2343307,39.231884
privbh_10028,private,-6.2356339,39.2322267,2000.0,36621843173.868744,1831092158.6934373,-6.2356339,39.2322267
privbh_10029,private,-6.2361585,39.2323752,857.1428571428571,108820805262.42516,12695760613.949602,-6.2361585,39.2323752
privbh_1003,private,-6.1537513,39.2425813,2000.0,135887890646.50117,6794394532.325059,-6.1537513,39.2425813
privbh_10031,private,-6.2390954,39.2343807,2000.0,17215919843.08383,860795992.1541916,-6.2390954,39.2343807
privbh_10033,private,-6.2387756,39.2369941,2000.0,6852136988.706526,342606849.4353263,-6.2387756,39.2369941
privbh_10034,private,-6.2322377,39.2320848,857.1428571428571,59778410255.72169,6974147863.16753,-6.2322377,39.2320848
privbh_10035,private,-6.2331812,39.2314768,2000.0,79698799655.81003,3984939982.7905016,-6.2331812,39.2314768
privbh_10037,private,-6.2348105,39.2320081,2000.0,61049077615.60596,3052453880.7802978,-6.2348105,39.2320081
privbh_10038,private,-6.2355224,39.2315335,2000.0,31254405527.15905,1562720276.3579526,-6.2355224,39.2315335
privbh_10039,private,-6.2362279,39.2325079,2000.0,75944612353.51845,3797230617.675922,-6.2362279,39.2325079
privbh_1004,private,-6.1533584,39.2434634,2857.142857142857,168790633134.10526,5907672159.693685,-6.1533584,39.2434634
privbh_10040,private,-6.2356248,39.2341559,2000.0,18557304840.650234,927865242.0325117,-6.2356248,39.2341559
privbh_10042,private,-6.2392625,39.2334881,3000.0,24102887738.512363,803429591.2837454,-6.2392625,39.2334881
privbh_10043,private,-6.2394533,39.2323643,2000.0,30872996411.171402,1543649820.5585701,-6.2394533,39.2323643
privbh_10044,private,-5.9033622,39.2947703,2000.0,36823680202.93911,1841184010.1469555,-5.9033622,39.2947703
privbh_10045,private,-5.9036,39.2932458,2000.0,35723847511.84635,1786192375.5923173,-5.9036,39.2932458
privbh_10046,private,-5.9043296,39.288489,5000.0,19519422474.540047,390388449.4908009,-5.9043296,39.288489
privbh_10047,private,-5.9073725,39.290524,5000.0,54419582790.701515,1088391655.8140304,-5.9073725,39.290524
privbh_10048,private,-5.9110046,39.2895537,5000.0,29513504900.395607,590270098.007912,-5.9110046,39.2895537
privbh_10049,private,-5.9111047,39.2907798,3000.0,46056007442.91034,1535200248.0970113,-5.9111047,39.2907798
privbh_1005,private,-6.1539686,39.2433905,2000.0,132646177422.47159,6632308871.123579,-6.1539686,39.2433905
privbh_10050,private,-5.9112138,39.2948232,2000.0,54954065554.06344,2747703277.7031717,-5.9112138,39.2948232
privbh_10052,private,-5.9068666,39.2938896,3000.0,5041397021.66207,168046567.38873565,-5.9068666,39.2938896
privbh_10054,private,-5.9079902,39.2969636,3000.0,91545593880.35167,3051519796.0117226,-5.9079902,39.2969636
privbh_10055,private,-5.9083352,39.2896246,5000.0,126699332482.65404,2533986649.653081,-5.9083352,39.2896246
privbh_10058,private,-6.2387007,39.2384485,2000.0,59141045854.854385,2957052292.742719,-6.2387007,39.2384485
privbh_10059,private,-6.2378825,39.2385754,571.4285714285714,364532590741.28143,63793203379.72425,-6.2378825,39.2385754
privbh_1006,private,-6.1541152,39.2433095,571.4285714285714,208181646740.3365,36431788179.55888,-6.1541152,39.2433095
privbh_10061,private,-6.2335571,39.2358766,571.4285714285714,62005828130.902466,10851019922.90793,-6.2335571,39.2358766
privbh_10062,private,-6.2356536,39.235757,2000.0,5881173477.575526,294058673.8787763,-6.2356536,39.235757
privbh_10063,private,-6.2316721,39.234839,2000.0,27517495467.126522,1375874773.356326,-6.2316721,39.234839
privbh_10064,private,-6.2313494,39.2341866,2000.0,29255647778.089535,1462782388.9044766,-6.2313494,39.2341866
privbh_10065,private,-6.2308101,39.2325121,571.4285714285714,5227898663.515438,914882266.1152016,-6.2308101,39.2325121
privbh_10066,private,-6.2318233,39.2324567,571.4285714285714,21425002324.91928,3749375406.8608737,-6.2318233,39.2324567
privbh_10067,private,-6.2326287,39.2314947,571.4285714285714,73235053637.16147,12816134386.503258,-6.2326287,39.2314947
privbh_10068,private,-6.2344541,39.2313378,2000.0,44624322672.61833,2231216133.6309166,-6.2344541,39.2313378
privbh_10069,private,-6.2356212,39.232363,571.4285714285714,25398124446.76036,4444671778.1830635,-6.2356212,39.232363
privbh_1007,private,-6.15555,39.2423924,2142.8571428571427,55314821641.87714,2581358343.2876,-6.15555,39.2423924
privbh_10070,private,-6.2349944,39.2319157,571.4285714285714,88537098334.78764,15493992208.587837,-6.2349944,39.2319157
privbh_10071,private,-6.2362688,39.2318088,2000.0,43649591916.16694,2182479595.8083467,-6.2362688,39.2318088
privbh_10072,private,-6.2369876,39.2357193,2000.0,39249477549.396614,1962473877.4698305,-6.2369876,39.2357193
privbh_10073,private,-6.2406977,39.2345633,2000.0,31850821913.407764,1592541095.6703882,-6.2406977,39.2345633
privbh_10074,private,-6.2404708,39.2358663,2285.714285714286,43036542711.021484,1882848743.60719,-6.2404708,39.2358663
privbh_10075,private,-6.2404712,39.2357968,571.4285714285714,51811324953.26314,9066981866.821049,-6.2404712,39.2357968
privbh_10076,private,-6.2362896,39.2383063,285.7142857142857,27196766125.189507,9518868143.816326,-6.2362896,39.2383063
privbh_10077,private,-6.2357342,39.2382734,2000.0,107395144323.0404,5369757216.15202,-6.2357342,39.2382734
privbh_10079,private,-6.2338221,39.2360244,2000.0,12020551086.906372,601027554.3453186,-6.2338221,39.2360244
privbh_1008,private,-6.1521884,39.2407057,857.1428571428571,8055427425.998799,939799866.3665267,-6.1521884,39.2407057
privbh_10080,private,-6.2357547,39.2353756,2000.0,42149526382.91947,2107476319.1459737,-6.2357547,39.2353756
privbh_10081,private,-6.2359618,39.2356504,2000.0,12180638789.862698,609031939.4931349,-6.2359618,39.2356504
privbh_10082,private,-6.2321135,39.2331992,2000.0,9631238595.603172,481561929.7801586,-6.2321135,39.2331992
privbh_10083,private,-6.2312509,39.2326449,2000.0,101363705247.47707,5068185262.373854,-6.2312509,39.2326449
privbh_10084,private,-6.2306607,39.2329192,2000.0,158698466406.77487,7934923320.338744,-6.2306607,39.2329192
privbh_10085,private,-6.2320746,39.2325058,2000.0,48822957181.70743,2441147859.0853715,-6.2320746,39.2325058
privbh_10088,private,-6.2342256,39.2324087,2000.0,48678299390.07343,2433914969.5036716,-6.2342256,39.2324087
privbh_10089,private,-6.2356939,39.2317113,2000.0,42733275571.81086,2136663778.5905428,-6.2356939,39.2317113
privbh_1009,private,-6.1461833,39.2534167,5000.0,100243979438.42072,2004879588.7684145,-6.1461833,39.2534167
privbh_10090,private,-6.2361447,39.2323354,2000.0,104185042275.24121,5209252113.76206,-6.2361447,39.2323354
privbh_10092,private,-6.23654,39.2337653,2000.0,94069014830.7243,4703450741.536215,-6.23654,39.2337653
privbh_10093,private,-6.2368298,39.2329534,5000.0,17900890148.352642,358017802.9670529,-6.2368298,39.2329534
privbh_10095,private,-6.2396864,39.2327006,2000.0,5894552595.251348,294727629.7625674,-6.2396864,39.2327006
privbh_10096,private,-5.9870883,39.2658004,5000.0,93324182935.62749,1866483658.71255,-5.9870883,39.2658004
privbh_101,private,-6.1782343,39.2199335,571.4285714285714,18087107609.997547,3165243831.749571,-6.1782343,39.2199335
privbh_10100,private,-5.9862327,39.2691379,2000.0,35955419813.03844,1797770990.651922,-5.9862327,39.2691379
privbh_10101,private,-5.9857075,39.2693225,2000.0,37337474030.98358,1866873701.549179,-5.9857075,39.2693225
privbh_10102,private,-5.985456,39.2703962,2000.0,102564060748.1428,5128203037.407141,-5.985456,39.2703962
privbh_10104,private,-5.9864377,39.2722021,3000.0,5743334384.199725,191444479.47332418,-5.9864377,39.2722021
privbh_10107,private,-5.9865612,39.2746309,3000.0,77548134872.75339,2584937829.0917797,-5.9865612,39.2746309
privbh_10108,private,-5.9873795,39.2725314,2000.0,79898023068.7783,3994901153.4389153,-5.9873795,39.2725314
privbh_1011,private,-6.14852,39.2514167,2000.0,334354695157.0907,16717734757.854536,-6.14852,39.2514167
privbh_10110,private,-5.9879139,39.2698,2000.0,60543601272.15057,3027180063.6075287,-5.9879139,39.2698
privbh_10111,private,-5.9880028,39.2690528,2000.0,55125607628.4559,2756280381.422795,-5.9880028,39.2690528
privbh_10112,private,-5.9879708,39.2692693,2000.0,41701117125.518845,2085055856.275942,-5.9879708,39.2692693
privbh_10113,private,-5.9911102,39.2715963,2000.0,31318437196.28578,1565921859.814289,-5.9911102,39.2715963
privbh_10114,private,-5.9910564,39.2653392,2000.0,151363232300.9156,7568161615.04578,-5.9910564,39.2653392
privbh_10116,private,-5.9933201,39.2630343,2000.0,9658650821.356369,482932541.06781846,-5.9933201,39.2630343
privbh_10117,private,-5.9945118,39.2603477,5000.0,37115295344.034134,742305906.8806827,-5.9945118,39.2603477
privbh_10118,private,-5.9944974,39.2600582,2000.0,11397472950.508411,569873647.5254205,-5.9944974,39.2600582
privbh_10119,private,-5.9888635,39.2588408,5000.0,24253691932.116314,485073838.6423263,-5.9888635,39.2588408
privbh_1012,private,-6.1526202,39.2513689,142.85714285714286,17155231337.50267,12008661936.25187,-6.1526202,39.2513689
privbh_10120,private,-5.9888507,39.2589366,5000.0,49705314510.37804,994106290.2075608,-5.9888507,39.2589366
privbh_10121,private,-5.9886333,39.2594313,2000.0,28109549897.941387,1405477494.8970695,-5.9886333,39.2594313
privbh_10122,private,-5.988094,39.259474,2000.0,74796740000.34782,3739837000.017391,-5.988094,39.259474
privbh_10123,private,-5.9880576,39.2594811,2000.0,59121245882.63922,2956062294.131961,-5.9880576,39.2594811
privbh_10124,private,-5.9885342,39.2606466,2000.0,41598057424.64511,2079902871.2322555,-5.9885342,39.2606466
privbh_10125,private,-5.9891235,39.2615835,3000.0,81596008756.37543,2719866958.5458474,-5.9891235,39.2615835
privbh_10126,private,-5.9881209,39.2635112,5000.0,19919157610.121967,398383152.20243937,-5.9881209,39.2635112
privbh_10127,private,-5.9874688,39.2630333,2000.0,29101336967.339005,1455066848.3669503,-5.9874688,39.2630333
privbh_10128,private,-5.986098,39.2641199,3000.0,213391193748.97092,7113039791.632363,-5.986098,39.2641199
privbh_10129,private,-5.9811415,39.2642733,5000.0,7647345770.13582,152946915.4027164,-5.9811415,39.2642733
privbh_1013,private,-6.1552491,39.2517884,2000.0,125341284120.5098,6267064206.02549,-6.1552491,39.2517884
privbh_10130,private,-5.9851248,39.266075,5000.0,93156048262.44846,1863120965.248969,-5.9851248,39.266075
privbh_10131,private,-5.9872677,39.2662868,2142.857142857143,45829784784.16844,2138723289.9278603,-5.9872677,39.2662868
privbh_10132,private,-6.2383086,39.2378277,285.7142857142857,56994591966.1217,19948107188.142593,-6.2383086,39.2378277
privbh_10133,private,-6.2360028,39.2378846,285.7142857142857,24405625611.28571,8541968963.949998,-6.2360028,39.2378846
privbh_10135,private,-6.2332854,39.2378116,2000.0,72388808631.55971,3619440431.577986,-6.2332854,39.2378116
privbh_10136,private,-6.2355496,39.2352849,2000.0,41518057244.42041,2075902862.2210205,-6.2355496,39.2352849
privbh_10137,private,-6.2323272,39.2349559,285.7142857142857,40464265092.265434,14162492782.292902,-6.2323272,39.2349559
privbh_10138,private,-6.2323601,39.2337429,142.85714285714286,43601908920.26069,30521336244.18248,-6.2323601,39.2337429
privbh_10139,private,-6.2312949,39.2325818,2000.0,91482852741.0281,4574142637.051405,-6.2312949,39.2325818
privbh_1014,private,-6.1465069,39.2423155,857.1428571428571,60341931796.24368,7039892042.895097,-6.1465069,39.2423155
privbh_10140,private,-6.2318205,39.2330388,2000.0,72797138331.41714,3639856916.570857,-6.2318205,39.2330388
privbh_10141,private,-6.2332729,39.2318896,285.7142857142857,31600187813.71427,11060065734.799995,-6.2332729,39.2318896
privbh_10142,private,-6.2335298,39.2315971,2000.0,75887531435.34607,3794376571.7673035,-6.2335298,39.2315971
privbh_10143,private,-6.2348415,39.2326915,2000.0,18894020293.49944,944701014.674972,-6.2348415,39.2326915
privbh_10144,private,-6.234838,39.2327039,285.7142857142857,17486856774.87383,6120399871.20584,-6.234838,39.2327039
privbh_10145,private,-6.2359601,39.2328945,285.7142857142857,33107112170.112156,11587489259.539253,-6.2359601,39.2328945
privbh_10146,private,-6.2362867,39.232878,571.4285714285714,18710611056.789055,3274356934.938084,-6.2362867,39.232878
privbh_10147,private,-6.2360583,39.2331725,2000.0,6156815848.54165,307840792.4270825,-6.2360583,39.2331725
privbh_1015,private,-6.144745,39.2424323,1428.5714285714284,111929033932.34666,7835032375.264268,-6.144745,39.2424323
privbh_10150,private,-6.2390205,39.2319182,428.57142857142856,7235163004.693459,1688204701.0951405,-6.2390205,39.2319182
privbh_10151,private,-6.2401927,39.233052,2000.0,43372165776.539276,2168608288.826964,-6.2401927,39.233052
privbh_10152,private,-6.2378084,39.2369892,571.4285714285714,30661455081.23732,5365754639.216531,-6.2378084,39.2369892
privbh_10154,private,-6.2348867,39.2382975,2000.0,15638547164.041569,781927358.2020785,-6.2348867,39.2382975
privbh_10156,private,-6.234691,39.2356744,2000.0,18059151025.530518,902957551.2765259,-6.234691,39.2356744
privbh_10157,private,-6.2327752,39.2350737,2000.0,5941203372.414717,297060168.6207358,-6.2327752,39.2350737
privbh_10158,private,-6.2322144,39.2338567,2000.0,36623911069.43869,1831195553.4719343,-6.2322144,39.2338567
privbh_10159,private,-6.2314152,39.2328649,857.1428571428571,122001094370.28882,14233461009.867031,-6.2314152,39.2328649
privbh_1016,private,-6.1442067,39.2421857,5000.0,44213145168.321625,884262903.3664325,-6.1442067,39.2421857
